0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,1,0,0,1,0
0,3,0,0,2,0
0,4,0,2,2,0
0,4,1,2,3,0
0,5,1,2,4,1
0,7,2,3,5,1
0,7,3,3,6,4
0,10,4,4,8,5
0,11,7,6,11,5
0,11,9,9,12,6
0,12,10,10,12,7
0,10,11,13,12,8
0,9,12,11,12,8
0,10,13,14,11,10
0,10,14,14,12,13
0,8,16,13,13,12
0,7,16,15,13,12
0,8,16,14,14,14
0,8,14,12,16,14
0,6,12,9,15,14
0,6,13,8,17,12
0,7,11,6,18,14
0,8,12,6,24,13
0,9,12,8,23,11
0,10,10,8,24,13
0,9,9,9,23,12
0,8,10,10,20,10
0,7,10,11,17,11
0,8,11,12,17,11
0,9,13,13,15,12
0,10,16,12,12,13
0,10,15,11,10,14
0,8,17,10,10,14
0,10,17,8,9,17
0,10,20,10,8,17
0,12,22,12,8,15
0,13,22,11,8,15
0,12,21,12,9,16
0,12,18,12,9,14
0,9,18,13,7,14
0,10,14,13,7,13
0,9,15,14,8,12
0,10,15,13,8,10
0,10,11,14,8,9
0,8,8,11,11,11
0,12,12,12,11,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5,0,0,0,0
0,5,2,0,1,1
0,5,2,1,2,1
0,6,2,1,4,1
0,8,2,2,4,2
0,9,3,3,5,2
0,10,6,4,6,3
0,12,7,6,8,4
0,12,11,9,12,5
0,12,11,11,13,6
0,8,11,11,13,7
0,8,14,13,15,8
0,8,14,13,15,9
0,8,16,13,14,13
0,6,19,14,16,13
0,5,16,13,15,13
0,6,15,12,17,12
0,6,13,12,17,13
0,7,11,8,18,14
0,8,13,10,19,14
0,8,10,9,18,13
0,10,12,9,20,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,2,0,0,2,0
0,2,1,0,2,0
0,4,1,0,3,1
0,4,2,1,3,1
0,7,3,1,3,1
0,9,5,2,6,2
0,9,6,5,8,4
0,9,8,6,9,4
0,11,8,9,12,4
0,12,8,10,11,6
